main_category,subcategory,master_name,review_amount,rating,size,details,True to size (size_ag),Too Big (size_ag),Small (size_ag),Too Small (size_ag),Not specified (size_ag),Big (size_ag),Not specified (experience),Quality (experience),Stylish (experience),Comfortable (experience),Verified Buyer,Verified Reviewer,Unverified
Woman's,Womens-sandals,Levana,6,4.3,Big,.5 inch heel height; Textile and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,3.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,6.0,0.0,0.0
Woman's,Womens-sandals,Libra-r,2,4.0,True to size,.5 inch heel height; Textile and synthetic upper material with rhinestones; Synthetic lining; Leather sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Arbor,2,5.0,True to size,5 inch heel height; 1.5 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
Woman's,Womens-sandals,Saffron,4,5.0,Too Big,4.75 inch heel height; 1.75 inch platform; Suede upper material; Unlined; Synthetic sock; Synthetic sole; Imported,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sandals,Aperol,1,5.0,True to size,".25 inch heel height; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Gene,44,4.7,True to size,Flat slide sandal; Slip-on style; Oversized chain hardware across top; .75 inch heel height; Textile and synthetic upper material with hardware; Synthetic lining; Synthetic sole; Imported,31.0,3.0,1.0,1.0,3.0,5.0,43.0,1.0,1.0,1.0,40.0,1.0,3.0
Woman's,Womens-sandals,Vista,7,4.3,True to size,4.25 inch heel height; 1.5 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,4.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,6.0,0.0,1.0
Woman's,Womens-sandals,Sandra-w,4,5.0,True to size,.75 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sandals,Parkley,1,5.0,True to size,.75 inch heel height; Raffia upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Emerie,6,4.7,True to size,".5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",3.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
Woman's,Womens-sandals,Dominica,3,5.0,Big,4 inch heel height; 1.5 inch platform; Raffia and leather upper material; Unlined; Synthetic sock; Synthetic sole; Imported,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0
Woman's,Womens-sandals,Astrid,2,4.0,Big,"1.5 inch heel height; Textile upper material; Textile lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half size; Imported",1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Hexa,3,5.0,Big,.75 inch heel height; Suede upper material; Synthetic lining; Leather sock; Synthetic sole; Imported,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
Woman's,Womens-sandals,Media,26,4.6,True to size,Flat fisherman sandals; Ankle strap with buckle closure; .75 inch heel height; Leather upper material; Synthetic lining; Synthetic sole; Imported,16.0,1.0,2.0,2.0,3.0,2.0,25.0,1.0,1.0,1.0,23.0,1.0,2.0
Woman's,Womens-sandals,Stacie,4,4.3,Big,Square toe slide sandal; Slip-on style; .75 inch heel height; Vegan leather upper material; Vegan leather lining; Synthetic sole; Imported,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0
Woman's,Womens-sandals,Impress,4,3.8,Small,4.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0
Woman's,Womens-sandals,Ashani,9,5.0,True to size,Flat thong slingback sandals; Slip-on style with stretch panel at back of slingback strap; Cord wrapped straps; Whipstitched welt; .5 inch heel height; Textile and began leather upper materials; Unlined; Vegan leather sock; Synthetic sole; Imported,8.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,9.0,0.0,0.0
Woman's,Womens-sandals,Tahiti,8,4.8,True to size,Square toe flat slide sandal; Slip-on style; .5 inch heel; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,5.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
Woman's,Womens-sandals,Pasadena,6,4.0,True to size,"1 inch heel height; Leather upper material; Synthetic lining; Microsuede sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half size; Imported",5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
Woman's,Womens-sandals,Jstarlight,1,5.0,True to size,Jessica Rich | Steve Madden; .5 inch heel height; Raffia upper material with stones; Textile lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Dune,6,5.0,Big,4 inch heel height; 1.25 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0
Woman's,Womens-sandals,Donddi,579,4.2,True to size,.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,48.0,7.0,13.0,3.0,33.0,4.0,108.0,0.0,0.0,0.0,107.0,1.0,0.0
Woman's,Womens-sandals,Tundra,6,5.0,True to size,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,4.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0
Woman's,Womens-sandals,Samson,1,5.0,True to size,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Vega,11,4.1,True to size,.5 inch heel height; Vegan leather upper material with hardware; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,6.0,1.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,0.0,2.0
Woman's,Womens-sandals,Cyrus,3,4.7,True to size,1 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0
Woman's,Womens-sandals,Solita,1,5.0,,".5 inch heel height; Leather upper material with stone ornamentation; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half size; Imported",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Woman's,Womens-sandals,Cape,48,4.7,True to size,1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,24.0,7.0,11.0,3.0,3.0,0.0,48.0,0.0,0.0,0.0,40.0,3.0,5.0
Woman's,Womens-sandals,Schmona,2,4.0,True to size,1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Seaside,11,3.9,Small,Embellished flat slide sandal; Slip-on style; Beaded text design on woven strap; Contrast overstitching around top of sole; .25 inch heel height; Textile upper material with beading; Textile lining; Leather sock; Synthetic sole; Imported,5.0,1.0,1.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,2.0,1.0
Woman's,Womens-sandals,Madi,2,5.0,Big,Flat slide sandals; Slip-on style; Molded foodbed; 2 exaggerated tubular bubble straps; 1.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Solstice,1,1.0,Too Small,.5 inch heel height; Nubuck upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Milina-r,12,3.8,True to size,1.25 inch heel height; Microsuede upper material with rhinestones; Microsuede lining; Vegan leather sock; Synthetic sole; Imported,5.0,2.0,0.0,3.0,1.0,1.0,12.0,0.0,0.0,0.0,11.0,1.0,0.0
Woman's,Womens-sandals,Mel,10,4.2,Big,Flatform gladiator sandals; Back zipper closure with adjustable lacing at front; 1 inch heel height; Vegan leather upper material; Vegan leather lining; Synthetic sole; Imported,3.0,1.0,1.0,0.0,2.0,3.0,10.0,0.0,0.0,0.0,7.0,0.0,3.0
Woman's,Womens-sandals,Luella,0,,,"1 inch heel height; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Kandace,5,3.6,True to size,.5 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
Woman's,Womens-sandals,Knox,373,4.6,True to size,Flat slide sandal; Slip-on style; Woven strap with text design; .5 inch heel height; Textile upper material; Vegan leather and textile lining; Vegan leather sock; Synthetic sole; Complete the look with the KNOX bag; Imported,74.0,1.0,8.0,5.0,16.0,4.0,108.0,0.0,0.0,0.0,107.0,1.0,0.0
Woman's,Womens-sandals,Sydnee,4,5.0,True to size,4.5 inch heel height; 1.25 inch platform; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0
Woman's,Womens-sandals,Fiorra,0,,,Flat toe loop sandal with rhinestones; Slip-on style; Tubular straps with allover mini rhinestone embellishment; .25 inch heel height; Micro suede upper material with jelly stones; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Kayda,4,4.0,Small,2.5 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sandals,Gillian,1,5.0,True to size,"2.25 inch heel height; Textile and leather upper material; Unlined; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Woodland,0,,,".75 inch heel height; Textile upper material; Unlined; Suede sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Soleil,2,5.0,True to size,2.25 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
Woman's,Womens-sandals,Casanova,0,,,"3.5 inch heel height; 1 inch platform; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Cercei,0,,,4.75 inch heel height; 1.5 inch platform; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Brazinn-h,5,5.0,Big,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,1.0
Woman's,Womens-sandals,Wynn,3,5.0,True to size,5.25 inch heel height; 1.75 inch platform; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0
Woman's,Womens-sandals,Marlin,5,4.4,Big,1.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,1.0
Woman's,Womens-sandals,Tasha,0,,,".5 inch heel height; Textile upper material with ornaments; Unlined; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Jovie,0,,,"5 inch heel height; 2 inch platform; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Jetty,0,,,3.5 inch heel height; 1.5 inch platform; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Boardwalkf,2,5.0,True to size,1.25 inch heel height; Raffia and textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
Woman's,Womens-sandals,Tetris,0,,,.5 inch heel height; Vegan leather upper material with hardware; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Cider,0,,,3.5 inch heel height; 1.5 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Montgomery,1,2.0,Too Small,"1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Sevilla,3,4.0,True to size,3.5 inch heel height; 2.75 inch platform; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
Woman's,Womens-sandals,Lyrian,1,5.0,,1.75 inch heel height; 1.25 inch platform; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Coastal,0,,,3.25 inch heel height; 1.5 inch platform; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Snider,1,5.0,True to size,.75 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
Woman's,Womens-sandals,Escapism,4,4.8,True to size,"3.75 inch heel height; 2.25 inch platform; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size down a half-size; Imported",3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0
Woman's,Womens-sandals,Cyrix,0,,,1.75 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Florentina,0,,,5 inch heel height; 1.25 inch platform; Leather and raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Canal,1,1.0,,"1.25 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Woman's,Womens-sandals,Tamara,2,5.0,Big,.5 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
Woman's,Womens-sandals,Sansa,6,3.5,Big,"1 inch heel height; Textile upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0
Woman's,Womens-sandals,Westway,2,4.5,Big,.5 inch heel height; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
Woman's,Womens-sandals,Cozette,4,4.8,Big,4.25 inch heel height; 1.5 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0
Woman's,Womens-sandals,Appa,0,,,3 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Marsden,1,5.0,True to size,3 inch heel height; 1 inch platform; Suede upper material; Microsuede lining; Synthetic sock; Synthetic sole; Imported,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Woman's,Womens-sandals,Cabernet,0,,,"4 inch heel height; 1.75 inch platform; Raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Cypher,3,4.7,True to size,2.25 inch heel height; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0
Woman's,Womens-sandals,Hailee,6,4.7,Big,"2 inch heel height; Leather upper material; Synthetic lining; Raffia and leather sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",3.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,5.0,0.0,1.0
Woman's,Womens-sandals,Cosima,0,,,2.25 inch heel height; 1.25 inch platform; Raffia and synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Curcio,2,5.0,Big,3 inch heel height; Synthetic upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Woman's,Womens-sandals,Flicker,1,5.0,Small,1.25 inch heel height; PVC upper material; Unlined; Synthetic sock; Synthetic sole; Imported,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Woman's,Womens-sandals,Escape,0,,,1.75 inch heel height; Synthetic raffia upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Tropica,4,4.0,True to size,.5 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0
Woman's,Womens-sandals,Zinnia,0,,,"1 inch heel height; Textile upper material; Unlined; Textile and synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Bass,0,,,2 inch heel height; 1.25 inch platform; Vegan leather upper material; Vegan leather lining; Vegan leather sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Encino,3,4.3,True to size,4 inch heel height; 1.5 inch platform; Suede upper material; Leather lining; Leather sock; Synthetic sole; Imported,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0
Woman's,Womens-sandals,Avendra,0,,,"1.75 inch heel height; Leather upper material; Leather lining; Leather sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; This footwear is made with genuine leather and is hand finished. Any color variations or slight imperfections are part of the natural beauty of the leather.; Imported",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Soren,0,,,3 inch heel height; Suede upper material; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woman's,Womens-sandals,Galaxy,6,4.8,Small,"5.25 inch heel height; 2 inch platform; Leather upper material; Synthetic lining; Synthetic sock; Synthetic sole; Fit tip: If you are in between sizes, size up a half-size; Imported",1.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0
Woman's,Womens-sandals,Sandra,23,4.3,True to size,.75 inch heel height; Leather upper material; Synthetic lining; Synthetic sole; Imported,12.0,0.0,4.0,2.0,5.0,0.0,23.0,0.0,0.0,0.0,20.0,2.0,1.0
Woman's,Womens-sandals,Fowler,2,3.5,Small,.5 inch heel height; Suede upper material with hardware; Synthetic lining; Synthetic sock; Synthetic sole; Imported,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
